name,pollen unit,dispersal unit and peculiarities,size (pollen unit),size of hydrated pollen (LM),shortest polar axis in equatorial view (LM),longest polar axis in equatorial view (LM),shortest diameter in equatorial or polar view (LM),longest diameter in equatorial or polar view (LM),pollen class,polarity,P/E-ratio,shape,outline in polar view,dominant orientation (LM),P/E-ratio (dry pollen),shape (dry pollen),outline in polar view (dry pollen),infoldings (dry pollen),aperture number,aperture type,aperture condition,aperture peculiarities,ornamentation LM,nexine,sexine,ornamentation SEM,suprasculpture SEM,tectum,infratectum,foot layer,endexine,intine,wall peculiarities,supratectal element,pollen coatings,reserves in cytoplasm,cell number,Ubisch bodies
Mentha piperita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercurialis annua,monad,monad,medium-sized (26-50 µm),16-20 µm,16-20 µm,16-20 µm,16-20 µm,16-20 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",aperture membrane ornamented,reticulate,-,-,"reticulate, microechinate",-,-,-,-,-,-,-,-,-,-,-,-
Metasequoia glyptostroboides,monad,monad,small (10-25 µm),31-35 µm,-,-,26-30 µm,26-30 µm,-,heteropolar,-,spheroidal,circular,oblique,-,cup-shaped,circular,-,1,leptoma,-,-,"scabrate,  verrucate,  gemmate",present,present,"microechinate, microverrucate",-,-,-,-,-,-,"papilla, adhering Ubisch bodies",-,-,-,-,-
Mimosa Nilotica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa juliflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa lebbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa saligna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molucella laevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monachyron roseum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monachyron tonsum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morella cerifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morus alba,monad,monad,-,26-30 µm,21-25 µm,21-25 µm,21-25 µm,21-25 µm,porate,isopolar,oblate,-,elliptic,oblique,-,-,-,-,3,porus,"porate, triporate",-,psilate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Morus papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morus rubra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrica cerifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrica gale,monad,monad,-,26-30 µm,21-25 µm,21-25 µm,21-25 µm,21-25 µm,porate,isopolar,-,spheroidal,triangular,oblique,-,-,-,-,3,porus,-,-,psilate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nageia falcatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narcissus pseudonarcissus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerium indicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerium odorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerium oleander,monad,monad,medium-sized (26-50 µm),"31-35 µm, 36-40 µm",31-35 µm,36-40 µm,31-35 µm,36-40 µm,porate,isopolar,-,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,4,porus,"porate, tetraporate",-,psilate,-,-,psilate,-,-,-,-,-,-,-,-,-,-,-,present
Nicotiana tabacum,monad,monad,medium-sized (26-50 µm),26-30 µm,26-30 µm,26-30 µm,26-30 µm,26-30 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,colporate,aperture membrane ornamented,"rugulate,  striate",-,-,"rugulate, perforate",-,-,-,-,-,-,-,-,-,-,-,-
Olea americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olea europaea,monad,monad,small (10-25 µm),21-25 µm,16-20 µm,21-25 µm,21-25 µm,16-20 µm,colporate,isopolar,isodiametric,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,reticulate,-,-,reticulate,-,-,-,-,-,-,-,-,-,-,-,-
Oryza sativa,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,ulcerate,heteropolar,-,spheroidal,circular,-,-,irregular,irregular,irregularly infolded,1,ulcus,ulcerate,"operculum, annulus",-,-,-,"areolate, microechinate, perforate",-,-,-,-,-,-,-,-,-,-,-,present
Osmanthus americanus,monad,monad,-,16-20 µm,11-15 µm,16-20 µm,16-20 µm,16-20 µm,colporate,isopolar,-,spheroidal,circular,oblique,-,-,-,-,3,colporus,"colporate, tricolporate",-,reticulate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ostrya carpinifolia,monad,monad,small (10-25 µm),-,-,-,-,-,porate,isopolar,-,spheroidal,circular,-,-,irregular,irregular,irregularly infolded,3,porus,"porate, triporate",aperture membrane ornamented,-,-,-,"microrugulate, microechinate",-,-,-,-,-,-,-,-,absent,-,-,-
Ostrya virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palma elata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum barbinode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum cenchroides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum dactylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum densispica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum equinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum erubescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum fuscescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum gongylodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum guadaloupense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum hirsutissimum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum jumentorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum laeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum maximum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum muticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum numidianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum paraguayense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum pictigluma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum polygamum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum polystachion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum praticola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum purpurascens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum roseum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum scaberrimum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum sphacelatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum tonsum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum trichocondylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrius papyriferus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietaria diffusa,monad,monad,small (10-25 µm),11-15 µm,-,-,11-15 µm,11-15 µm,porate,isopolar,isodiametric,spheroidal,circular,oblique,-,-,-,-,3,porus,-,-,"scabrate,  verrucate,  gemmate",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Parietaria erecta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietaria judaica,monad,monad,small (10-25 µm),11-15 µm,-,-,11-15 µm,11-15 µm,porate,isopolar,-,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,3,porus,porate,operculum,psilate,-,-,microechinate,-,-,-,-,-,-,-,-,-,-,-,present
Parietaria mauritanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietaria officinalis,monad,monad,small (10-25 µm),11-15 µm,11-15 µm,11-15 µm,11-15 µm,11-15 µm,porate,isopolar,isodiametric,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,3,porus,"porate, triporate",operculum,psilate,-,-,microechinate,-,eutectate,columellate,continuous,compact-continuous,monolayered,-,-,absent,starch,2-celled,present
Parkinsonia florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parthenium hysterophorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pascopyrum smithii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paspalum notatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patropyrum tauschii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelargonium zonale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peltophorum ferrugineum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peltophorum inerme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peltophorum pterocarpum,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,colporate,isopolar,-,spheroidal,circular,-,-,spheroidal,circular,not infolded,3,colporus,"colporate, tricolporate",-,-,-,-,"reticulate, free-standing columellae",-,-,-,-,-,-,-,-,-,-,-,absent
Pennisetum alopecuroides,monad,monad,medium-sized (26-50 µm),41-50 µm,-,-,41-50 µm,41-50 µm,ulcerate,heteropolar,-,-,circular,polar,-,-,-,-,1,ulcus,ulcerate,"annulus, operculum",psilate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennisetum breve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum ciliare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum clandestinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum dasistachyum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum erubescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum flavescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum glaucum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum hamiltonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum hirsutum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum nicaraguense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum pallidum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum polystachion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum polystachyum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum purpurascens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum richardii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum setosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum typhoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum uniflorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persica vulgaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalaris aquatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalaris arundinacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalaroides arundinacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphus coronarius,monad,monad,small (10-25 µm),16-20 µm,11-15 µm,16-20 µm,16-20 µm,16-20 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,reticulate,-,-,microreticulate,-,-,-,-,-,-,-,-,-,-,-,-
Phleum pratense,monad,monad,medium-sized (26-50 µm),36-40 µm,-,-,36-40 µm,36-40 µm,ulcerate,heteropolar,prolate,-,circular,oblique,-,irregular,irregular,irregularly infolded,1,ulcus,ulcerate,"annulus, operculum",psilate,-,-,"areolate, microechinate",-,eutectate,columellate,continuous,absent,monolayered,-,-,absent,"starch, polysaccharide vesicles",3-celled,present
Phoenix canariensis,monad,monad,small (10-25 µm),16-20 µm,16-20 µm,16-20 µm,-,-,sulcate,heteropolar,oblate,-,elliptic,oblique,-,-,-,-,1,sulcus,sulcate,-,psilate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phoenix dactylifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix roebelenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix sylvestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phragmites australis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phragmites communis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phytolacca dioica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picea abies,monad,monad,very large (>100 µm),>100 µm,<10 µm,<10 µm,51-100 µm,>100 µm,saccate,heteropolar,oblate,-,elliptic,polar,-,-,-,aperture(s) sunken,1,leptoma,-,-,"scabrate,  verrucate,  gemmate",-,-,"psilate, verrucate",-,-,-,-,-,-,saccus,-,-,-,-,-
Picea excelsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picea parryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picea pungens,monad,monad,very large (>100 µm),-,-,-,-,-,saccate,heteropolar,oblate,-,elliptic,-,-,-,-,aperture(s) sunken,1,leptoma,-,-,-,-,-,"microverrucate, perforate",-,-,-,-,-,-,saccus,-,-,-,-,-
Pinus australis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus chiapensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus contorta,monad,monad,large (51-100 µm),-,-,-,-,-,saccate,heteropolar,-,bisaccate,no suitable term,-,isodiametric,-,-,aperture(s) sunken,1,leptoma,-,-,-,-,-,"verrucate, perforate",-,-,-,-,-,-,saccus,-,-,-,-,present
Pinus echinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus edulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus elliottii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus monticola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus nigra,monad,monad,large (51-100 µm),51-100 µm,41-50 µm,51-100 µm,41-50 µm,51-100 µm,saccate,heteropolar,oblate,-,no suitable term,polar,-,-,circular,aperture(s) sunken,1,leptoma,-,-,"scabrate,  verrucate,  gemmate",-,-,"verrucate, perforate",-,-,-,-,-,-,saccus,-,-,-,-,-
Pinus palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus pinaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus pinea,monad,-,-,51-100 µm,31-35 µm,51-100 µm,51-100 µm,51-100 µm,saccate,heteropolar,-,irregular,elliptic,polar,-,-,-,-,1,leptoma,-,-,"scabrate,  verrucate,  gemmate",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pinus ponderosa,monad,monad,large (51-100 µm),-,-,-,-,-,-,heteropolar,oblate,-,-,-,-,-,-,aperture(s) sunken,1,leptoma,-,-,-,-,-,-,-,eutectate,-,-,-,-,-,-,absent,-,-,absent
Pinus radiata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus strobus,monad,monad,very large (>100 µm),-,-,-,-,-,saccate,heteropolar,oblate,-,elliptic,-,-,-,-,aperture(s) sunken,1,leptoma,-,-,-,-,-,"verrucate, perforate",-,-,-,-,-,-,saccus,-,-,-,-,present
Pinus sylvestris,monad,monad,large (51-100 µm),51-100 µm,31-35 µm,51-100 µm,41-50 µm,51-100 µm,saccate,heteropolar,-,saccate,-,polar,-,-,circular,aperture(s) sunken,1,leptoma,-,-,"scabrate,  verrucate,  gemmate",-,-,"verrucate, perforate",-,-,-,-,-,-,saccus,-,-,-,-,present
Pinus taeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinus virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia atlantica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia cabulica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus,monad,monad,medium-sized (26-50 µm),26-30 µm,-,-,26-30 µm,26-30 µm,colpate,-,-,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,number varies,colpus,"colpate, tetracolpate","aperture membrane ornamented, brevicolpus",reticulate,-,-,"reticulate, microechinate, microbaculate",-,-,-,-,-,-,-,-,-,-,-,present
Pistacia palaestina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia vera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago asiatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago lanceolata,monad,monad,small (10-25 µm),21-25 µm,21-25 µm,21-25 µm,21-25 µm,21-25 µm,porate,isopolar,-,spheroidal,circular,polar,-,irregular,irregular,irregularly infolded,>6,porus,"porate, pantoporate","operculum, annulus, pantoaperturate","scabrate,  verrucate,  gemmate",present,present,"verrucate, microechinate, perforate",-,eutectate,granular,discontinuous,compact-discontinuous,bilayered,-,-,absent,starch,3-celled,present
Plantago major,monad,monad,small (10-25 µm),21-25 µm,-,-,21-25 µm,16-20 µm,porate,isopolar,-,spheroidal,circular,polar,-,irregular,irregular,irregularly infolded,6,porus,"porate, pantoporate","aperture membrane ornamented, pantoaperturate","scabrate,  verrucate,  gemmate",present,absent,"verrucate, microechinate, perforate",-,eutectate,columellate,discontinuous,compact-discontinuous,bilayered,-,-,absent,starch,2-celled,present
Platanus acerifolia,monad,monad,-,21-25 µm,16-20 µm,21-25 µm,21-25 µm,21-25 µm,colpate,isopolar,-,spheroidal,circular,oblique,-,-,-,-,3,colpus,"colpate, tricolpate",aperture membrane ornamented,reticulate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Platanus californica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanus glabrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanus hispanica,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,colpate,isopolar,-,spheroidal,circular,-,prolate,-,lobate,aperture(s) sunken,3,colpus,"colpate, tricolpate",aperture membrane ornamented,reticulate,-,-,reticulate,-,semitectate,columellate,continuous,compact-continuous,monolayered,-,-,absent,lipids,2-celled,present
Platanus hybrida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanus mexicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanus occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanus orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanus racemosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platycladus orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa annua,monad,monad,small (10-25 µm),-,-,-,-,-,ulcerate,heteropolar,-,spheroidal,circular,-,-,irregular,irregular,irregularly infolded,1,ulcus,ulcerate,"operculum, annulus",-,-,-,"areolate, microechinate",-,eutectate,-,-,-,-,-,-,absent,-,-,present
Poa compressa,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,ulcerate,heteropolar,-,spheroidal,circular,-,-,irregular,irregular,irregularly infolded,1,ulcus,ulcerate,operculum,-,-,-,"areolate, microechinate",-,-,-,-,-,-,-,-,absent,-,-,present
Poa elatior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa kunthii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa pratensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa uliginosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podocarpus falcatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podocarpus gracilior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podocarpus polystachyus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poinciana pulcherrima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poinciana regia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygonum spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus alba,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,inaperturate,isopolar,-,spheroidal,circular,-,-,irregular,irregular,irregularly infolded,none,no aperture,inaperturate,-,scabrate,-,-,"microreticulate, microechinate",-,semitectate,columellate,continuous,absent,monolayered,-,-,pollenkitt,starch,2-celled,present
Populus aurea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus balsamifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus cercidiphylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus deltoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus dilatata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus fremontii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus italica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus monilifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus nigra,monad,monad,medium-sized (26-50 µm),26-30 µm,-,-,26-30 µm,26-30 µm,inaperturate,isopolar,-,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,none,no aperture,inaperturate,-,"scabrate,  verrucate,  gemmate",-,-,no suitable term,-,semitectate,columellate,discontinuous,compact-continuous,monolayered,-,-,absent,starch,2-celled,present
Populus tremuloides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus vancouveriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populus wislizeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primula variabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prosopis glandulosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prosopis juliflora,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,colporate,isopolar,-,spheroidal,circular,-,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,-,-,-,"psilate, perforate",-,-,-,-,-,-,-,-,-,-,-,present
Prosopsis juliflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunus amygdalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunus dulcis,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,colporate,isopolar,-,spheroidal,circular,-,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,-,-,-,"striate, perforate",-,-,-,-,-,-,-,-,-,-,-,absent
Prunus persica,monad,monad,medium-sized (26-50 µm),41-50 µm,31-35 µm,41-50 µm,41-50 µm,41-50 µm,colporate,isopolar,oblate,-,triangular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,"rugulate,  striate",-,-,"striate, perforate",-,-,-,-,-,-,-,-,-,-,-,absent
Pseudotsuga menziesii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudotsuga taxifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptelea viscosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putranjiva roxburghii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrethrum cinerariifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrus pyrifolia,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,colporate,isopolar,-,spheroidal,circular,-,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,-,-,-,"striate, perforate",-,-,-,-,-,-,-,-,-,-,-,-
Pyrus serotina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus agrifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus californica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus dumosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus gambelii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus garryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus glandulifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus hindsii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus ilex,monad,monad,-,26-30 µm,21-25 µm,21-25 µm,16-20 µm,21-25 µm,colporate,isopolar,oblate,-,triangular,oblique,-,-,-,-,3,colporus,colporate,-,"scabrate,  verrucate,  gemmate",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quercus incana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus kelloggii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus lobata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus macrocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus microcarya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus mongolica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
